Date,Close
3/2/2016 16:00:00,762.9
3/3/2016 16:00:00,768.14
3/4/2016 16:00:00,772.63
3/7/2016 16:00:00,783.08
3/8/2016 16:00:00,780.82
3/9/2016 16:00:00,786.21
3/10/2016 16:00:00,784.84
3/11/2016 16:00:00,794.08
3/14/2016 16:00:00,792.41
3/15/2016 16:00:00,788.23
3/16/2016 16:00:00,791.45
3/17/2016 16:00:00,799.49
3/18/2016 16:00:00,791.35
3/21/2016 16:00:00,795.43
3/22/2016 16:00:00,790.99
3/23/2016 16:00:00,785.65
3/24/2016 16:00:00,784.45
3/28/2016 16:00:00,786.78
3/29/2016 16:00:00,787.72
3/30/2016 16:00:00,792.46
3/31/2016 16:00:00,790.93
4/1/2016 16:00:00,787.45
4/4/2016 16:00:00,781.39
4/5/2016 16:00:00,779.1
4/6/2016 16:00:00,781.45
4/7/2016 16:00:00,776.51
4/8/2016 16:00:00,784.58
4/11/2016 16:00:00,785
4/12/2016 16:00:00,795.38
4/13/2016 16:00:00,800.78
4/14/2016 16:00:00,801.45
4/15/2016 16:00:00,798.94
4/18/2016 16:00:00,803.22
4/19/2016 16:00:00,811.92
4/20/2016 16:00:00,815.29
4/21/2016 16:00:00,812.74
4/22/2016 16:00:00,812.27
4/25/2016 16:00:00,807.82
4/26/2016 16:00:00,808.17
4/27/2016 16:00:00,812.03
4/28/2016 16:00:00,811.78
4/29/2016 16:00:00,815.46
5/2/2016 16:00:00,810.21
5/3/2016 16:00:00,801.69
5/4/2016 16:00:00,796.95
5/5/2016 16:00:00,795.84
5/6/2016 16:00:00,799.03
5/9/2016 16:00:00,790.85
5/10/2016 16:00:00,804.03
5/11/2016 16:00:00,803.54
5/12/2016 16:00:00,803.35
5/13/2016 16:00:00,801.16
5/16/2016 16:00:00,809.75
5/17/2016 16:00:00,811.23
5/18/2016 16:00:00,807.61
5/19/2016 16:00:00,805.86
5/20/2016 16:00:00,812.64
5/24/2016 16:00:00,815.58
5/25/2016 16:00:00,821.33
5/26/2016 16:00:00,821.38
5/27/2016 16:00:00,824.87
5/30/2016 16:00:00,823.92
5/31/2016 16:00:00,821.06
6/1/2016 16:00:00,821
6/2/2016 16:00:00,825.94
6/3/2016 16:00:00,830.37
6/6/2016 16:00:00,832.81
6/7/2016 16:00:00,838.27
6/8/2016 16:00:00,833.54
6/9/2016 16:00:00,828.62
6/10/2016 16:00:00,816.76
6/13/2016 16:00:00,814.71
6/14/2016 16:00:00,808.05
6/15/2016 16:00:00,809.57
6/16/2016 16:00:00,807.93
6/17/2016 16:00:00,809.88
6/20/2016 16:00:00,814.92
6/21/2016 16:00:00,815.7
6/22/2016 16:00:00,815.7
6/23/2016 16:00:00,824.18
6/24/2016 16:00:00,808.55
6/27/2016 16:00:00,796.31
6/28/2016 16:00:00,805.84
6/29/2016 16:00:00,816.56
6/30/2016 16:00:00,817.65
7/4/2016 16:00:00,829.1
7/5/2016 16:00:00,826.56
7/6/2016 16:00:00,826.29
7/7/2016 16:00:00,820.76
7/8/2016 16:00:00,827.27
7/11/2016 16:00:00,834.08
7/12/2016 16:00:00,841.86
7/13/2016 16:00:00,843.1
7/14/2016 16:00:00,844.8
7/15/2016 16:00:00,843.73
7/18/2016 16:00:00,846.53
7/19/2016 16:00:00,846.03
7/20/2016 16:00:00,847.36
7/21/2016 16:00:00,848.02
7/22/2016 16:00:00,850.34
7/25/2016 16:00:00,844.49
7/26/2016 16:00:00,847.45
7/27/2016 16:00:00,846.4
7/28/2016 16:00:00,846.88
7/29/2016 16:00:00,847.4
8/2/2016 16:00:00,840.22
8/3/2016 16:00:00,843.09
8/4/2016 16:00:00,841.99
8/5/2016 16:00:00,850.09
8/8/2016 16:00:00,856.47
8/9/2016 16:00:00,860.74
8/10/2016 16:00:00,858.88
8/11/2016 16:00:00,860.59
8/12/2016 16:00:00,857.5
8/15/2016 16:00:00,859.01
8/16/2016 16:00:00,854.28
8/17/2016 16:00:00,854.36
8/18/2016 16:00:00,853.61
8/19/2016 16:00:00,853.72
8/22/2016 16:00:00,858.27
8/23/2016 16:00:00,860.07
8/24/2016 16:00:00,852.91
8/25/2016 16:00:00,852.65
8/26/2016 16:00:00,853.2
8/29/2016 16:00:00,856.3
8/30/2016 16:00:00,857.5
8/31/2016 16:00:00,851.38
9/1/2016 16:00:00,855.6
9/2/2016 16:00:00,861.56
9/6/2016 16:00:00,861.12
9/7/2016 16:00:00,860.57
9/8/2016 16:00:00,860.3
9/9/2016 16:00:00,846.51
9/12/2016 16:00:00,849.64
9/13/2016 16:00:00,834.71
9/14/2016 16:00:00,835.9
9/15/2016 16:00:00,845.4
9/16/2016 16:00:00,843.08
9/19/2016 16:00:00,844.78
9/20/2016 16:00:00,845.81
9/21/2016 16:00:00,856.01
9/22/2016 16:00:00,860.96
9/23/2016 16:00:00,856.02
9/26/2016 16:00:00,851.45
9/27/2016 16:00:00,848.54
9/28/2016 16:00:00,858.46
9/29/2016 16:00:00,860.04
9/30/2016 16:00:00,858.47
10/3/2016 16:00:00,856.31
10/4/2016 16:00:00,848.63
10/5/2016 16:00:00,853.7
10/6/2016 16:00:00,853
10/7/2016 16:00:00,851
10/11/2016 16:00:00,851.07
10/12/2016 16:00:00,854.32
10/13/2016 16:00:00,856.02
10/14/2016 16:00:00,852.14
10/17/2016 16:00:00,852.52
10/18/2016 16:00:00,861.79
10/19/2016 16:00:00,866.77
10/20/2016 16:00:00,867.12
10/21/2016 16:00:00,872.69
10/24/2016 16:00:00,872.75
10/25/2016 16:00:00,869.73
10/26/2016 16:00:00,868.35
10/27/2016 16:00:00,871.7
10/28/2016 16:00:00,868.61
10/31/2016 16:00:00,868.38
11/1/2016 16:00:00,867.29
11/2/2016 16:00:00,857.55
11/3/2016 16:00:00,856.45
11/4/2016 16:00:00,851.86
11/7/2016 16:00:00,861.32
11/8/2016 16:00:00,862.06
11/9/2016 16:00:00,868.25
11/10/2016 16:00:00,869.09
11/11/2016 16:00:00,858.9
11/14/2016 16:00:00,861.38
11/15/2016 16:00:00,870
11/16/2016 16:00:00,869.41
11/17/2016 16:00:00,875.91
11/18/2016 16:00:00,878.27
11/21/2016 16:00:00,888.35
11/22/2016 16:00:00,891.13
11/23/2016 16:00:00,890.54
11/24/2016 16:00:00,890.08
11/25/2016 16:00:00,891.18
11/28/2016 16:00:00,886.55
11/29/2016 16:00:00,885.59
11/30/2016 16:00:00,888.3
12/1/2016 16:00:00,884.28
12/2/2016 16:00:00,885.84
12/5/2016 16:00:00,887.94
12/6/2016 16:00:00,890.52
12/7/2016 16:00:00,897.88
12/8/2016 16:00:00,901.21
12/9/2016 16:00:00,902.92
12/12/2016 16:00:00,901.35
12/13/2016 16:00:00,907.71
12/14/2016 16:00:00,897.14
12/15/2016 16:00:00,900.44
12/16/2016 16:00:00,902.24
12/19/2016 16:00:00,903.45
12/20/2016 16:00:00,904.24
12/21/2016 16:00:00,903.97
12/22/2016 16:00:00,906.68
12/23/2016 16:00:00,905.69
12/28/2016 16:00:00,906.78
12/29/2016 16:00:00,908.74
12/30/2016 16:00:00,900.05
1/3/2017 16:00:00,907.58
1/4/2017 16:00:00,914.42
1/5/2017 16:00:00,917.93
1/6/2017 16:00:00,913.69
1/9/2017 16:00:00,907.9
1/10/2017 16:00:00,910.06
1/11/2017 16:00:00,915.21
1/12/2017 16:00:00,911.4
1/13/2017 16:00:00,916.37
1/16/2017 16:00:00,915.33
1/17/2017 16:00:00,912.52
1/18/2017 16:00:00,910.85
1/19/2017 16:00:00,911.75
1/20/2017 16:00:00,921.12
1/23/2017 16:00:00,916.79
1/24/2017 16:00:00,924.13
1/25/2017 16:00:00,924.85
1/26/2017 16:00:00,923.5
1/27/2017 16:00:00,920.6
1/30/2017 16:00:00,911.24
1/31/2017 16:00:00,909.19
2/1/2017 16:00:00,909.15
2/2/2017 16:00:00,908.52
2/3/2017 16:00:00,913.38
2/6/2017 16:00:00,911.1
2/7/2017 16:00:00,914.36
2/8/2017 16:00:00,917.19
2/9/2017 16:00:00,921.55
2/10/2017 16:00:00,927.38
2/13/2017 16:00:00,929.68
2/14/2017 16:00:00,931.38
2/15/2017 16:00:00,934.69
2/16/2017 16:00:00,935.33
2/17/2017 16:00:00,934.58
2/21/2017 16:00:00,939.38
2/22/2017 16:00:00,933.96
2/23/2017 16:00:00,930.08
2/24/2017 16:00:00,914.95
2/27/2017 16:00:00,912.41
2/28/2017 16:00:00,907.57
3/1/2017 16:00:00,918.67
3/2/2017 16:00:00,917.35
3/3/2017 16:00:00,921.79
3/6/2017 16:00:00,924.7
3/7/2017 16:00:00,923.78
3/8/2017 16:00:00,917.53
3/9/2017 16:00:00,918.35
3/10/2017 16:00:00,916.7
3/13/2017 16:00:00,918.32
3/14/2017 16:00:00,908.56
3/15/2017 16:00:00,914.82
3/16/2017 16:00:00,917.93
3/17/2017 16:00:00,913.74
3/20/2017 16:00:00,909.9
3/21/2017 16:00:00,902.07
3/22/2017 16:00:00,905.16
3/23/2017 16:00:00,910.28
3/24/2017 16:00:00,910.73
3/27/2017 16:00:00,914.34
3/28/2017 16:00:00,920.39
3/29/2017 16:00:00,923.24
3/30/2017 16:00:00,918.18
3/31/2017 16:00:00,915.58
4/3/2017 16:00:00,918.21
4/4/2017 16:00:00,922.92
4/5/2017 16:00:00,921.55
4/6/2017 16:00:00,925.09
4/7/2017 16:00:00,923.12
4/10/2017 16:00:00,926.53
4/11/2017 16:00:00,925.19
4/12/2017 16:00:00,920.27
4/13/2017 16:00:00,913.81
4/17/2017 16:00:00,924.03
4/18/2017 16:00:00,919.27
4/19/2017 16:00:00,915.54
4/20/2017 16:00:00,921.16
4/21/2017 16:00:00,920.26
4/24/2017 16:00:00,928.3
4/25/2017 16:00:00,930.54
4/26/2017 16:00:00,924.79
4/27/2017 16:00:00,914.34
4/28/2017 16:00:00,918.9
5/1/2017 16:00:00,917.55
5/2/2017 16:00:00,920.63
5/3/2017 16:00:00,916.77
5/4/2017 16:00:00,909.21
5/5/2017 16:00:00,920.6
5/8/2017 16:00:00,924.84
5/9/2017 16:00:00,919.65
5/10/2017 16:00:00,922.74
5/11/2017 16:00:00,917.21
5/12/2017 16:00:00,917.02
5/15/2017 16:00:00,922.56
5/16/2017 16:00:00,915.88
5/17/2017 16:00:00,898.89
5/18/2017 16:00:00,900.21
5/19/2017 16:00:00,910.58
5/23/2017 16:00:00,912.45
5/24/2017 16:00:00,908.33
5/25/2017 16:00:00,908.75
5/26/2017 16:00:00,909.27
5/29/2017 16:00:00,909.58
5/30/2017 16:00:00,907.53
5/31/2017 16:00:00,906.38
6/1/2017 16:00:00,913
6/2/2017 16:00:00,911.21
6/5/2017 16:00:00,909.08
6/6/2017 16:00:00,911
6/7/2017 16:00:00,905.22
6/8/2017 16:00:00,908.58
6/9/2017 16:00:00,912.52
6/12/2017 16:00:00,905.96
6/13/2017 16:00:00,904.86
6/14/2017 16:00:00,893.04
6/15/2017 16:00:00,893.88
6/16/2017 16:00:00,896.14
6/19/2017 16:00:00,900.27
6/20/2017 16:00:00,892.84
6/21/2017 16:00:00,892.83
6/22/2017 16:00:00,896.37
6/23/2017 16:00:00,901.46
6/26/2017 16:00:00,901.88
6/27/2017 16:00:00,900.37
6/28/2017 16:00:00,904.32
6/29/2017 16:00:00,895.85
6/30/2017 16:00:00,892.65
7/4/2017 16:00:00,890.09
7/5/2017 16:00:00,892.43
7/6/2017 16:00:00,889.04
7/7/2017 16:00:00,886.36
7/10/2017 16:00:00,890.44
7/11/2017 16:00:00,892.96
7/12/2017 16:00:00,892.18
7/13/2017 16:00:00,892.31
7/14/2017 16:00:00,894.79
7/17/2017 16:00:00,894.08
7/18/2017 16:00:00,893.04
7/19/2017 16:00:00,898.57
7/20/2017 16:00:00,900.84
7/21/2017 16:00:00,895.9
7/24/2017 16:00:00,892.07
7/25/2017 16:00:00,895.82
7/26/2017 16:00:00,892.41
7/27/2017 16:00:00,894.12
7/28/2017 16:00:00,889.43
7/31/2017 16:00:00,891.19
8/1/2017 16:00:00,894.49
8/2/2017 16:00:00,899.89
8/3/2017 16:00:00,896.47
8/4/2017 16:00:00,900.63
8/8/2017 16:00:00,900.8
8/9/2017 16:00:00,898.31
8/10/2017 16:00:00,889.51
8/11/2017 16:00:00,886.38
8/14/2017 16:00:00,892.97
8/15/2017 16:00:00,891.31
8/16/2017 16:00:00,889.1
8/17/2017 16:00:00,886.25
8/18/2017 16:00:00,881.09
8/21/2017 16:00:00,881.02
8/22/2017 16:00:00,882.74
8/23/2017 16:00:00,887.38
8/24/2017 16:00:00,887.75
8/25/2017 16:00:00,886.34
8/28/2017 16:00:00,885.38
8/29/2017 16:00:00,886.72
8/30/2017 16:00:00,888.98
8/31/2017 16:00:00,892.56
9/1/2017 16:00:00,891.24
9/5/2017 16:00:00,884.07
9/6/2017 16:00:00,882.71
9/7/2017 16:00:00,880.15
9/8/2017 16:00:00,879.31
9/11/2017 16:00:00,883.26
9/12/2017 16:00:00,889.27
9/13/2017 16:00:00,887.92
9/14/2017 16:00:00,890.39
9/15/2017 16:00:00,890.96
9/18/2017 16:00:00,895.28
9/19/2017 16:00:00,898.99
9/20/2017 16:00:00,904.89
9/21/2017 16:00:00,909.29
9/22/2017 16:00:00,908.48
9/25/2017 16:00:00,912.37
9/26/2017 16:00:00,909.98
9/27/2017 16:00:00,919.6
9/28/2017 16:00:00,919.89
9/29/2017 16:00:00,921.79
10/2/2017 16:00:00,925.59
10/3/2017 16:00:00,927.38
10/4/2017 16:00:00,927.27
10/5/2017 16:00:00,930.28
10/6/2017 16:00:00,926.97
10/10/2017 16:00:00,930.04
10/11/2017 16:00:00,931.53
10/12/2017 16:00:00,928.03
10/13/2017 16:00:00,932.36
10/16/2017 16:00:00,932.28
10/17/2017 16:00:00,933.98
10/18/2017 16:00:00,931.94
10/19/2017 16:00:00,934.93
10/20/2017 16:00:00,937.03
10/23/2017 16:00:00,937.01
10/24/2017 16:00:00,940.56
10/25/2017 16:00:00,938.04
10/26/2017 16:00:00,940.48
10/27/2017 16:00:00,943.78
10/30/2017 16:00:00,945.71
10/31/2017 16:00:00,947.17
11/1/2017 16:00:00,946.72
11/2/2017 16:00:00,946.16
11/3/2017 16:00:00,946.81
11/6/2017 16:00:00,950.15
11/7/2017 16:00:00,953.35
11/8/2017 16:00:00,951.86
11/9/2017 16:00:00,951.03
11/10/2017 16:00:00,949.22
11/13/2017 16:00:00,949.28
11/14/2017 16:00:00,943.28
11/15/2017 16:00:00,941.71
11/16/2017 16:00:00,944.77
11/17/2017 16:00:00,947.86
11/20/2017 16:00:00,948.84
11/21/2017 16:00:00,952.98
11/22/2017 16:00:00,952.14
11/23/2017 16:00:00,951.94
11/24/2017 16:00:00,954.14
11/27/2017 16:00:00,950.63
11/28/2017 16:00:00,950.21
11/29/2017 16:00:00,947.14
11/30/2017 16:00:00,952.05
12/1/2017 16:00:00,951.76
12/4/2017 16:00:00,948.01
12/5/2017 16:00:00,945.32
12/6/2017 16:00:00,946.55
12/7/2017 16:00:00,954.24
12/8/2017 16:00:00,958.44
12/11/2017 16:00:00,958.24
12/12/2017 16:00:00,959.2
12/13/2017 16:00:00,959.73
12/14/2017 16:00:00,951.45
12/15/2017 16:00:00,953.69
12/18/2017 16:00:00,958.65
12/19/2017 16:00:00,958.2
12/20/2017 16:00:00,958.87
12/21/2017 16:00:00,960.53
12/22/2017 16:00:00,958.79
12/27/2017 16:00:00,959.92
12/28/2017 16:00:00,960.61
12/29/2017 16:00:00,959.7
1/2/2018 16:00:00,965.28
1/3/2018 16:00:00,970.17
1/4/2018 16:00:00,974.34
1/5/2018 16:00:00,970.65
1/8/2018 16:00:00,968.16
1/9/2018 16:00:00,968.79
1/10/2018 16:00:00,963.7
1/11/2018 16:00:00,966.66
1/12/2018 16:00:00,967.37
1/15/2018 16:00:00,969.96
1/16/2018 16:00:00,966.22
1/17/2018 16:00:00,967.63
1/18/2018 16:00:00,966.08
1/19/2018 16:00:00,969.6
1/22/2018 16:00:00,968.64
1/23/2018 16:00:00,968.24
1/24/2018 16:00:00,962.81
1/25/2018 16:00:00,958.04
1/26/2018 16:00:00,959.77
1/29/2018 16:00:00,952.05
1/30/2018 16:00:00,945.33
1/31/2018 16:00:00,944.41
2/1/2018 16:00:00,939.2
2/2/2018 16:00:00,924.84
2/5/2018 16:00:00,906.7
2/6/2018 16:00:00,908.72
2/7/2018 16:00:00,906.87
2/8/2018 16:00:00,890.13
2/9/2018 16:00:00,889.2
2/12/2018 16:00:00,900.68
2/13/2018 16:00:00,899.64
2/14/2018 16:00:00,905.13
2/15/2018 16:00:00,909.86
2/16/2018 16:00:00,913.02
2/20/2018 16:00:00,911.85
2/21/2018 16:00:00,918.59
2/22/2018 16:00:00,917.93
2/23/2018 16:00:00,926.42
2/26/2018 16:00:00,930.98
2/27/2018 16:00:00,929.09
2/28/2018 16:00:00,913.9
3/1/2018 16:00:00,910.96
3/2/2018 16:00:00,909.67
3/5/2018 16:00:00,919.77
3/6/2018 16:00:00,919.37
3/7/2018 16:00:00,915.69
3/8/2018 16:00:00,919.12
3/9/2018 16:00:00,921.64
3/12/2018 16:00:00,923.47
3/13/2018 16:00:00,926.65
3/14/2018 16:00:00,927.55
3/15/2018 16:00:00,929
3/16/2018 16:00:00,931.38
3/19/2018 16:00:00,922.97
3/20/2018 16:00:00,923.47
3/21/2018 16:00:00,926.29
3/22/2018 16:00:00,908.96
3/23/2018 16:00:00,897.35
3/26/2018 16:00:00,903.1
3/27/2018 16:00:00,899.25
3/28/2018 16:00:00,897.17
3/29/2018 16:00:00,908.99
4/2/2018 16:00:00,899.06
4/3/2018 16:00:00,897.1
4/4/2018 16:00:00,896.39
4/5/2018 16:00:00,907.82
4/6/2018 16:00:00,898.46
4/9/2018 16:00:00,900.37
4/10/2018 16:00:00,900.89
4/11/2018 16:00:00,899.57
4/12/2018 16:00:00,900.23
4/13/2018 16:00:00,899.99
4/16/2018 16:00:00,901.87
4/17/2018 16:00:00,904.19
4/18/2018 16:00:00,914.67
4/19/2018 16:00:00,909.47
4/20/2018 16:00:00,911.68
4/23/2018 16:00:00,916.49
4/24/2018 16:00:00,911.51
4/25/2018 16:00:00,915.07
4/26/2018 16:00:00,923.48
4/27/2018 16:00:00,925.87
4/30/2018 16:00:00,921.43
5/1/2018 16:00:00,922.58
5/2/2018 16:00:00,922.76
5/3/2018 16:00:00,922.48
5/4/2018 16:00:00,929.73
5/7/2018 16:00:00,934.84
5/8/2018 16:00:00,937.48
5/9/2018 16:00:00,942.22
5/10/2018 16:00:00,944.7
5/11/2018 16:00:00,947.69
5/14/2018 16:00:00,954.67
5/15/2018 16:00:00,955.55
5/16/2018 16:00:00,956.42
5/17/2018 16:00:00,957.94
5/18/2018 16:00:00,957.85
5/22/2018 16:00:00,956.67
5/23/2018 16:00:00,955.62
5/24/2018 16:00:00,954.06
5/25/2018 16:00:00,952.05
5/28/2018 16:00:00,948.45
5/29/2018 16:00:00,941.8
5/30/2018 16:00:00,949.07
5/31/2018 16:00:00,950.45
6/1/2018 16:00:00,948.6
6/4/2018 16:00:00,948.89
6/5/2018 16:00:00,952.13
6/6/2018 16:00:00,955.86
6/7/2018 16:00:00,956.31
6/8/2018 16:00:00,957.39
6/11/2018 16:00:00,962.25
